y_true,y_pre
0.8308668,0.8275239823423867
0.82663846,0.8286462024477497
0.82663846,0.8258960180616594
0.820296,0.8240430259551951
0.8181818,0.8155618958178256
0.81395346,0.8155618958178256
0.807611,0.8078770796140566
0.79915434,0.7998121176635078
0.7906977,0.7881182909692801
0.78435516,0.7817086214510539
0.7758985,0.7730413861259584
0.7653277,0.7631590617489843
0.75475687,0.7521349624436551
0.74207187,0.7414699282878466
0.72938687,0.7282780351713023
0.71881604,0.7165117215086837
0.70190275,0.7042121456543018
0.68498945,0.6858147372831072
0.6701903,0.6676328462204522
0.653277,0.6519705474461113
0.63424945,0.6363928299187228
0.615222,0.6152225263241431
0.59196615,0.5960355775102651
0.57716703,0.5730427574124838
0.5560254,0.5613600026841388
0.53488374,0.5386796097901175
0.5116279,0.5179762768328352
0.49048626,0.4918973790553086
0.46723044,0.4717497259985415
0.44820297,0.4499701583853146
0.422833,0.4303046646619245
0.40591967,0.4059838018208299
0.38266385,0.3886804552541998
0.3615222,0.36944234361861084
0.34249473,0.3451695666583259
0.3192389,0.3259851920955912
0.30232558,0.30256654163966973
0.2832981,0.28540363163569255
0.2642706,0.2690634275571311
0.24524313,0.25000589618543173
0.23044397,0.2334054769511691
0.2114165,0.21848185164356346
0.1987315,0.2034248357416263
0.18393235,0.19026809464824562
0.17124736,0.17654439577293263
0.1564482,0.16274490632996771
0.15010571,0.1492118724370481
0.13319239,0.1454465491328795
0.122621566,0.12857009397489852
0.122621566,0.12111019965243718
0.11205074,0.12347674637725779
0.10993657,0.10789560714147675
0.10359408,0.10690927061225988
0.09725159,0.09875617238904959
0.09936575,0.10175643449693864
0.09513742,0.10180908038636809
0.09090909,0.09635651515143144
0.09936575,0.0988084544436948
0.09936575,0.10576313583736927
0.10147992,0.10576313583736927
0.10570825,0.1076268265643986
0.10993657,0.11688486619812645
0.1205074,0.11785156117307014
0.12684989,0.12789611805233647
0.12896407,0.13406260174096707
0.14587738,0.14240544960512921
0.15010571,0.15731414933720395
0.1627907,0.16370190915915467
0.17758985,0.1758167124326471
0.18816067,0.1905082150303069
0.205074,0.200461684619969
0.21987315,0.21950953097895895
0.23044397,0.2379364828785858
0.24947146,0.24614777737819732
0.2642706,0.2653687348022532
0.2769556,0.2799147659961769
0.29386893,0.2906271881243903
0.31078225,0.30875420487457117
0.32769555,0.32574650399909316
0.3488372,0.34547480504355355
0.36363637,0.3659698257615476
0.38689217,0.37775005705289927
0.4038055,0.40422957310625157
0.42494714,0.42103964434160635
0.44186047,0.4419288879155008
0.46300212,0.4595459641161104
0.47991544,0.47992356953038195
0.4989429,0.49681590256742175
0.5179704,0.5135707001891918
0.53488374,0.5341845015568477
0.54968286,0.5504032462024292
0.5729387,0.5627328180122185
0.5856237,0.5863170320579649
0.60465115,0.5995738972938195
0.6236786,0.6192062293284168
0.63213533,0.6360957729143043
